1PG,20150402,1.855,1.995,1.82,1.885,1255013
3DM,20150402,0.105,0.11,0.098,0.1,2941928
3PL,20150402,2.34,2.35,2.34,2.35,459
88E,20150402,0.012,0.012,0.011,0.011,9739585
8IH,20150402,0.52,0.52,0.52,0.52,4500
A2M,20150402,0.56,0.565,0.535,0.555,2779640
AAA,20150402,50.1,50.1,50.08,50.08,26014
AAC,20150402,1.615,1.645,1.605,1.61,814024
AAD,20150402,2.25,2.29,2.23,2.23,2831060
AAX,20150402,0.28,0.335,0.28,0.305,352774
ABC,20150402,4.48,4.58,4.48,4.56,967345
ABP,20150402,2.86,2.92,2.86,2.88,877120
ABU,20150402,0.23,0.235,0.225,0.23,302975
ABW,20150402,0.965,0.965,0.965,0.965,108915
ABX,20150402,0.35,0.36,0.335,0.35,129144
ABY,20150402,0.185,0.185,0.185,0.185,15000
ACB,20150402,0.039,0.039,0.039,0.039,24522
ACG,20150402,0.19,0.19,0.185,0.185,132429
ACK,20150402,0.44,0.44,0.44,0.44,13000
ACL,20150402,0.067,0.067,0.065,0.066,273120
ACQ,20150402,0.77,0.77,0.765,0.765,89000
ACR,20150402,0.86,0.875,0.835,0.84,377201
ACX,20150402,2.04,2.04,2.04,2.04,1470
ADJ,20150402,0.089,0.09,0.088,0.09,340691
ADN,20150402,0.024,0.024,0.023,0.023,362675
ADO,20150402,0.099,0.102,0.097,0.1,4675070
ADV,20150402,0.006,0.006,0.006,0.006,62500
AEB,20150402,0.063,0.063,0.057,0.057,27564
AEE,20150402,0.031,0.031,0.031,0.031,7367
AEI,20150402,0.49,0.49,0.49,0.49,11040
AEK,20150402,0.08,0.082,0.08,0.082,358000
AER,20150402,0.245,0.245,0.23,0.23,51157
AFI,20150402,6.2,6.26,6.18,6.22,409944
AFJ,20150402,1.08,1.095,1.07,1.07,708556
AFR,20150402,0.068,0.069,0.068,0.069,949000
AFV,20150402,0.51,0.52,0.51,0.51,180000
AGD,20150402,0.09,0.09,0.09,0.09,3500
AGF,20150402,1.38,1.395,1.38,1.38,594854
AGG,20150402,2.5,2.52,2.5,2.52,110
AGI,20150402,2.85,2.88,2.785,2.83,946994
AGL,20150402,15.1,15.21,15.09,15.12,1191999
AGO,20150402,0.125,0.125,0.12,0.12,4998849
AGR,20150402,0.045,0.045,0.045,0.045,82390
AGS,20150402,0.079,0.079,0.079,0.079,96878
AHD,20150402,12.05,12.39,11.97,12.24,36334
AHE,20150402,4.2,4.29,4.2,4.25,1866631
AHF,20150402,0.225,0.225,0.22,0.22,214246
AHK,20150402,0.05,0.05,0.05,0.05,8740
AHY,20150402,1.88,1.93,1.88,1.89,910375
AHZ,20150402,0.072,0.072,0.071,0.071,4548290
AIA,20150402,4.41,4.44,4.38,4.42,61819
AIK,20150402,0.105,0.105,0.105,0.105,25000
AIO,20150402,6.44,6.44,6.35,6.39,1500325
AIV,20150402,0.03,0.031,0.03,0.031,100000
AIZ,20150402,2.63,2.63,2.63,2.63,1000
AJA,20150402,5.04,5.04,4.99,5,37076
AJD,20150402,1.305,1.305,1.29,1.29,141000
AJL,20150402,0.25,0.255,0.25,0.255,63580
AJQ,20150402,0.056,0.056,0.056,0.056,25000
AJX,20150402,0.69,0.695,0.68,0.69,480335
AKG,20150402,0.755,0.755,0.755,0.755,7500
AKK,20150402,0.024,0.024,0.024,0.024,85418
AKM,20150402,0.024,0.024,0.023,0.023,156772
AKP,20150402,10.65,10.65,10.35,10.45,9147
ALA,20150402,0.195,0.195,0.18,0.185,194000
ALF,20150402,1.245,1.26,1.245,1.255,356780
ALK,20150402,0.3,0.325,0.295,0.305,121413
ALL,20150402,8.48,8.54,8.36,8.41,1456467
ALQ,20150402,4.9,5.03,4.82,4.83,1253887
ALT,20150402,0.022,0.022,0.022,0.022,227579
ALU,20150402,4.46,4.48,4.41,4.47,248622
ALY,20150402,0.018,0.019,0.018,0.019,46250
AMA,20150402,0.54,0.55,0.535,0.54,252334
AMC,20150402,14.18,14.23,14.05,14.18,2741762
AMH,20150402,0.92,0.92,0.9,0.92,170259
AMI,20150402,0.25,0.26,0.25,0.25,58866
AMM,20150402,2.79,2.82,2.75,2.79,198546
AMP,20150402,6.46,6.55,6.41,6.54,8246842
ANG,20150402,0.75,0.8,0.75,0.795,25134
ANI,20150402,2.34,2.34,2.31,2.32,53848
ANN,20150402,28.9,29.1,28.5,28.64,657723
ANO,20150402,0.027,0.027,0.027,0.027,1092111
ANP,20150402,0.095,0.095,0.091,0.091,60908
ANQ,20150402,0.004,0.004,0.004,0.004,1985190
ANR,20150402,0.56,0.585,0.56,0.585,98607
ANZ,20150402,36.46,36.78,36.46,36.67,3005871
AOC,20150402,0.05,0.05,0.05,0.05,50000
AOG,20150402,2.63,2.66,2.63,2.65,401452
AOH,20150402,0.105,0.11,0.105,0.11,620208
AOK,20150402,0.115,0.115,0.11,0.115,190353
AON,20150402,0.011,0.011,0.011,0.011,100000
AOW,20150402,0.155,0.16,0.155,0.16,130000
APA,20150402,9.17,9.17,8.98,9.01,2302677
APD,20150402,0.415,0.415,0.415,0.415,44130
APE,20150402,7.7,7.84,7.7,7.72,7486
APG,20150402,0.009,0.01,0.009,0.009,769416
API,20150402,1.82,1.84,1.805,1.815,893318
APN,20150402,0.99,1,0.975,0.98,5021865
APO,20150402,3.23,3.45,3.23,3.4,96298
APW,20150402,0.14,0.14,0.14,0.14,1500000
APX,20150402,0.68,0.715,0.68,0.715,1242345
APY,20150402,0.005,0.005,0.004,0.004,1824026
APZ,20150402,1.265,1.27,1.265,1.265,128104
AQD,20150402,0.021,0.021,0.02,0.02,1439526
AQG,20150402,2.97,3.01,2.94,2.99,231586
