3PL,20140924,2.42,2.47,2.42,2.45,53846
AAA,20140924,50.2,50.21,50.19,50.2,12478
AAC,20140924,1.33,1.34,1.305,1.32,576020
AAD,20140924,3.18,3.18,3.15,3.16,743439
AAR,20140924,0.013,0.013,0.011,0.011,185000
AAX,20140924,0.475,0.51,0.475,0.5,93939
ABC,20140924,3.24,3.32,3.23,3.3,3059180
ABP,20140924,2.55,2.59,2.54,2.59,725234
ABU,20140924,0.325,0.33,0.32,0.32,67934
ABW,20140924,1.04,1.04,1.04,1.04,30000
ABX,20140924,0.255,0.255,0.245,0.245,660583
ABY,20140924,0.255,0.255,0.25,0.25,17193
ACB,20140924,0.06,0.062,0.058,0.058,125066
ACG,20140924,0.096,0.096,0.094,0.094,85025
ACK,20140924,0.31,0.31,0.31,0.31,4000000
ACL,20140924,0.61,0.615,0.605,0.61,890690
ACQ,20140924,0.88,0.88,0.88,0.88,74
ACR,20140924,1.25,1.305,1.245,1.305,925088
ACW,20140924,0.041,0.041,0.041,0.041,12000
ADJ,20140924,0.13,0.13,0.12,0.12,2212521
ADN,20140924,0.036,0.036,0.035,0.035,8500
ADO,20140924,0.12,0.125,0.115,0.115,856407
ADQ,20140924,0.007,0.007,0.007,0.007,55693
ADY,20140924,0.025,0.025,0.024,0.024,1174880
AEB,20140924,0.068,0.068,0.067,0.067,95000
AEE,20140924,0.037,0.037,0.032,0.032,880000
AEF,20140924,43.1,44.25,43.1,44.25,446
AEK,20140924,0.079,0.079,0.074,0.074,200530
AEM,20140924,0.012,0.012,0.012,0.012,233754
AFA,20140924,0.205,0.205,0.2,0.2,420000
AFI,20140924,6.03,6.04,5.97,6,372500
AFJ,20140924,1.345,1.38,1.312,1.33,439768
AGD,20140924,0.13,0.13,0.13,0.13,1
AGE,20140924,0.042,0.042,0.041,0.042,480881
AGF,20140924,0.77,0.78,0.765,0.78,552273
AGG,20140924,2.92,3,2.92,3,449
AGI,20140924,2.98,2.99,2.89,2.92,1008610
AGK,20140924,13.75,13.75,13.6,13.66,1472293
AGO,20140924,0.5,0.515,0.49,0.5,7556488
AGR,20140924,0.04,0.04,0.04,0.04,147976
AGS,20140924,0.21,0.21,0.2,0.205,253000
AHD,20140924,9.35,9.47,9.31,9.32,10709
AHE,20140924,3.69,3.71,3.67,3.71,682803
AHN,20140924,0.028,0.028,0.026,0.026,82000
AHY,20140924,2,2.03,1.97,1.985,3113722
AHZ,20140924,0.16,0.16,0.15,0.155,3140087
AIA,20140924,3.39,3.43,3.39,3.41,260109
