1PG,20160223,2.6,2.64,2.17,2.27,922516
3DM,20160223,0.056,0.06,0.055,0.055,196145
3PL,20160223,1.35,1.37,1.305,1.32,908011
4DS,20160223,0.029,0.03,0.029,0.03,2090847
88E,20160223,0.033,0.034,0.031,0.032,67786473
8IH,20160223,0.91,0.95,0.88,0.95,157722
A2M,20160223,1.695,1.695,1.65,1.66,4111613
AAA,20160223,50.17,50.18,50.16,50.16,327689
AAC,20160223,1.25,1.265,1.245,1.26,2017640
AAD,20160223,1.76,1.81,1.76,1.8,5655241
AAJ,20160223,0.009,0.009,0.007,0.007,899510
AAX,20160223,0.23,0.23,0.225,0.23,43624
AB1,20160223,0.205,0.21,0.205,0.21,36512
ABA,20160223,5.2,5.3,5.19,5.2,13054
ABC,20160223,4.84,4.85,4.77,4.8,981395
ABP,20160223,2.97,2.97,2.91,2.91,461735
ABU,20160223,0.067,0.068,0.062,0.068,492075
ABV,20160223,0.008,0.008,0.008,0.008,179100
ABX,20160223,0.125,0.13,0.115,0.115,243994
ABY,20160223,0.205,0.205,0.205,0.205,12200
ACG,20160223,0.165,0.17,0.165,0.17,24725
ACQ,20160223,0.8,0.8,0.8,0.8,25000
ACR,20160223,0.69,0.69,0.657,0.66,159294
ACU,20160223,0.075,0.084,0.075,0.08,1237111
ACW,20160223,0.06,0.061,0.059,0.059,620000
ACX,20160223,4.71,4.9,4.57,4.85,756796
ADA,20160223,2.26,2.28,2.14,2.18,103542
ADH,20160223,2.62,2.66,2.62,2.65,269682
ADJ,20160223,0.09,0.09,0.088,0.088,1310936
ADO,20160223,0.071,0.071,0.068,0.068,3906088
ADR,20160223,0.49,0.51,0.49,0.51,31500
ADV,20160223,0.03,0.03,0.028,0.028,18563817
ADX,20160223,0.005,0.005,0.005,0.005,750000
ADY,20160223,0.013,0.013,0.013,0.013,820720
AEB,20160223,0.058,0.058,0.057,0.057,17287
AEE,20160223,0.02,0.02,0.019,0.019,432000
AEF,20160223,61,63,60,63,616
AEG,20160223,1.325,1.325,1.305,1.305,122039
AER,20160223,0.13,0.13,0.13,0.13,10000
AEV,20160223,0.12,0.125,0.12,0.12,157450
AFG,20160223,1,1.005,1,1.005,101009
AFI,20160223,5.62,5.65,5.6,5.6,288110
AFR,20160223,0.052,0.052,0.052,0.052,27500
AGE,20160223,0.011,0.011,0.01,0.01,165000
AGF,20160223,0.795,0.8,0.785,0.785,18373277
AGG,20160223,3,3.05,3,3.02,16937
AGI,20160223,2.07,2.15,2.05,2.12,537162
AGL,20160223,18.5,18.5,18.04,18.25,4054006
AGO,20160223,0.011,0.013,0.01,0.012,53720777
AGR,20160223,0.105,0.105,0.1,0.1,83132
AGS,20160223,0.035,0.035,0.034,0.034,33550
AGY,20160223,0.005,0.005,0.005,0.005,214010
AHF,20160223,0.265,0.265,0.255,0.26,730025
AHG,20160223,4.24,4.27,4.04,4.09,2466892
AHL,20160223,0.42,0.42,0.42,0.42,24000
AHX,20160223,1.27,1.3,1.24,1.3,903425
AHY,20160223,1.655,1.66,1.562,1.595,1913791
AHZ,20160223,0.565,0.595,0.565,0.575,114369
AIA,20160223,5.88,5.91,5.84,5.89,57468
AIK,20160223,0.11,0.11,0.11,0.11,100000
AIO,20160223,9.03,9.03,8.97,9.01,5555668
AIS,20160223,0.04,0.042,0.035,0.04,64077
AIZ,20160223,2.59,2.7,2.58,2.61,54296
AJA,20160223,5.39,5.4,5.35,5.4,8396
AJD,20160223,1.305,1.315,1.305,1.31,217981
AJL,20160223,0.35,0.35,0.33,0.33,16592
AJM,20160223,0.099,0.105,0.092,0.092,10139750
AJQ,20160223,0.093,0.1,0.093,0.096,567264
AJX,20160223,0.67,0.67,0.65,0.665,407659
AKG,20160223,0.25,0.25,0.25,0.25,124000
AKK,20160223,0.007,0.007,0.007,0.007,934218
AKP,20160223,8.3,8.3,8,8,7275
ALA,20160223,0.15,0.15,0.15,0.15,5000
ALF,20160223,1.495,1.51,1.495,1.505,237962
ALI,20160223,1.74,1.74,1.725,1.725,142196
ALK,20160223,0.24,0.245,0.235,0.24,125275
ALL,20160223,10.15,10.19,9.88,9.94,1287819
ALQ,20160223,3.66,3.77,3.66,3.75,1580706
ALR,20160223,0.99,0.99,0.99,0.99,2000
ALT,20160223,0.003,0.003,0.003,0.003,705844
ALU,20160223,5.85,5.85,5.66,5.7,668692
AMA,20160223,0.82,0.85,0.78,0.82,859401
AMC,20160223,14,14.08,13.835,13.88,4275220
AMH,20160223,0.87,0.87,0.87,0.87,577
AMI,20160223,0.062,0.063,0.062,0.062,495000
AMP,20160223,5.55,5.6,5.505,5.53,6124494
ANG,20160223,0.135,0.135,0.13,0.13,34276
ANN,20160223,17.5,17.63,17.27,17.56,782310
ANO,20160223,0.025,0.025,0.025,0.025,4500
ANP,20160223,0.048,0.048,0.048,0.048,191893
ANQ,20160223,0.002,0.002,0.002,0.002,3929761
ANR,20160223,1.52,1.55,1.5,1.54,55142
ANW,20160223,0.004,0.004,0.004,0.004,250000
ANZ,20160223,23.5,23.59,23.08,23.12,5563537
AOG,20160223,3.16,3.25,3.12,3.24,2111640
AOH,20160223,0.087,0.087,0.086,0.086,156168
AOK,20160223,0.056,0.058,0.056,0.058,207069
AON,20160223,0.025,0.025,0.025,0.025,70000
AOP,20160223,0.083,0.089,0.083,0.089,122578
AOW,20160223,0.18,0.18,0.165,0.165,1949012
APA,20160223,8.85,8.9,8.76,8.86,1599704
APD,20160223,0.41,0.435,0.41,0.42,150861
APE,20160223,11.5,11.52,11,11.15,31840
API,20160223,2.01,2.02,1.96,1.99,705152
APN,20160223,0.475,0.515,0.47,0.5,1487483
APO,20160223,5.89,6,5.73,5.9,3564691
APX,20160223,1.475,1.555,1.475,1.545,214822
APY,20160223,0.008,0.008,0.008,0.008,250000
APZ,20160223,1.17,1.18,1.13,1.17,98867
AQC,20160223,0.017,0.017,0.017,0.017,370136
AQD,20160223,0.011,0.011,0.011,0.011,13000
AQF,20160223,1.7,1.7,1.7,1.7,748
AQG,20160223,2.69,2.79,2.66,2.77,316012
AQP,20160223,0.25,0.25,0.25,0.25,65653
AQQ,20160223,0.017,0.017,0.017,0.017,400000
AQS,20160223,0.075,0.075,0.065,0.065,102872
ARB,20160223,14.82,14.83,14.51,14.62,195816
ARD,20160223,0.024,0.025,0.024,0.025,66000
ARE,20160223,0.005,0.005,0.005,0.005,574918
ARF,20160223,1.8,1.85,1.765,1.84,447216
ARG,20160223,7.4,7.42,7.35,7.35,104426
ARI,20160223,0.023,0.023,0.019,0.019,230923396
ARU,20160223,0.055,0.055,0.055,0.055,46178
ASB,20160223,1.18,1.305,1.175,1.29,1788318
ASL,20160223,0.24,0.265,0.24,0.245,960355
AST,20160223,1.465,1.47,1.455,1.455,3220179
ASX,20160223,42.32,42.35,41.6,41.88,470185
ASZ,20160223,0.982,1.045,0.98,1.045,383631
ATC,20160223,0.09,0.095,0.09,0.095,241109
ATU,20160223,0.6,0.6,0.56,0.56,29838
AUB,20160223,9,9.15,9,9.15,18884
AUC,20160223,0.048,0.048,0.048,0.048,50000
AUI,20160223,7,7.01,6.9,6.9,49859
AUP,20160223,5.52,5.52,5.52,5.52,2688
AUQ,20160223,0.017,0.017,0.017,0.017,100000
AVB,20160223,0.067,0.071,0.067,0.068,114188
AVG,20160223,0.415,0.415,0.41,0.415,24500
AVH,20160223,0.096,0.096,0.095,0.095,3094638
AVJ,20160223,0.54,0.54,0.535,0.54,44557
AVL,20160223,0.009,0.022,0.009,0.018,144103795
AVN,20160223,2.02,2.06,2,2.06,257690
AVQ,20160223,0.295,0.35,0.295,0.335,995944
AVX,20160223,0.034,0.039,0.033,0.033,145208
AVZ,20160223,0.01,0.01,0.01,0.01,1000000
AWC,20160223,1.27,1.29,1.26,1.27,14848034
AWE,20160223,0.515,0.52,0.48,0.49,10254792
AWQ,20160223,0.99,0.99,0.99,0.99,8000
AWV,20160223,0.045,0.047,0.042,0.045,1145293
AWY,20160223,0.002,0.002,0.002,0.002,630024
AXE,20160223,0.076,0.076,0.076,0.076,44692
AXP,20160223,1.18,1.18,1.17,1.17,34177
AXZ,20160223,0.18,0.18,0.18,0.18,74
AYA,20160223,0.11,0.11,0.105,0.11,259342
AYB,20160223,0.045,0.047,0.044,0.047,1194944
AYC,20160223,0.027,0.027,0.024,0.025,2176553
AYS,20160223,1.75,1.835,1.72,1.835,2306864
AZJ,20160223,3.93,4.04,3.91,3.99,7930124
AZM,20160223,0.04,0.04,0.037,0.038,459228
AZS,20160223,0.035,0.035,0.034,0.034,595645
AZV,20160223,0.074,0.074,0.073,0.073,109149
AZY,20160223,0.016,0.016,0.015,0.015,2613598
BAF,20160223,0.985,0.985,0.97,0.975,144921
BAL,20160223,12.39,12.43,11.91,12,1274796
BAP,20160223,5.04,5.05,4.835,4.9,1241279
BAR,20160223,0.018,0.02,0.018,0.02,626500
BAU,20160223,0.093,0.094,0.092,0.094,78151
BBG,20160223,1.595,1.595,1.5,1.55,180506
BBL,20160223,0.36,0.36,0.36,0.36,3250
BBN,20160223,2.43,2.46,2.38,2.45,202179
BBX,20160223,0.027,0.03,0.025,0.03,165168
BCI,20160223,0.145,0.145,0.13,0.13,1826848
BCT,20160223,0.034,0.034,0.034,0.034,100000
BDR,20160223,0.21,0.24,0.205,0.24,23129081
BEAR,20160223,18.27,18.5,18.23,18.5,43110
BEL,20160223,0.13,0.13,0.13,0.13,11125
BEN,20160223,8.85,8.9,8.66,8.68,2584146
BFC,20160223,0.495,0.505,0.49,0.5,731508
BGA,20160223,5.7,5.75,5.53,5.62,874314
BGL,20160223,0.75,0.77,0.75,0.76,170772
BHP,20160223,17.19,17.85,16.97,17.63,19850522
BIG,20160223,0.165,0.19,0.165,0.18,411066
BIS,20160223,0.53,0.53,0.53,0.53,31535
BIT,20160223,0.066,0.066,0.06,0.063,258700
BKI,20160223,1.58,1.585,1.56,1.56,177168
BKL,20160223,170,173,162.63,165.3,162493
BKN,20160223,0.625,0.65,0.625,0.645,543533
BKT,20160223,0.048,0.048,0.046,0.048,215267
BKW,20160223,14.7,14.78,14.54,14.67,134792
BLA,20160223,6.3,6.38,6.05,6.05,50217
BLD,20160223,5.87,5.895,5.835,5.85,1972455
BLG,20160223,0.058,0.06,0.056,0.059,240000
BLK,20160223,0.445,0.47,0.43,0.46,1032717
BLT,20160223,0.26,0.26,0.25,0.25,166261
BLX,20160223,2.03,2.04,2,2.03,178897
BLY,20160223,0.058,0.06,0.058,0.06,186811
BLZ,20160223,0.05,0.05,0.048,0.048,300000
BMH,20160223,0.2,0.2,0.2,0.2,10000
BML,20160223,0.002,0.002,0.002,0.002,1100000
BMN,20160223,0.03,0.03,0.027,0.027,378500
BNO,20160223,0.295,0.3,0.27,0.285,539888
BNR,20160223,0.04,0.04,0.04,0.04,75000
BOA,20160223,0.115,0.115,0.115,0.115,28600
BOE,20160223,0.042,0.043,0.04,0.04,573367
BOQ,20160223,11.25,11.28,11.04,11.06,1957162
BPA,20160223,5.4,5.4,5.25,5.25,1308
BPF,20160223,0.45,0.475,0.45,0.475,261779
BPL,20160223,0.025,0.025,0.025,0.025,488217
BPS,20160223,0.95,0.95,0.95,0.95,1053
BPT,20160223,0.53,0.54,0.515,0.52,5613875
BRB,20160223,0.165,0.165,0.16,0.16,54986
BRG,20160223,5.76,5.97,5.71,5.94,278173
BRK,20160223,0.009,0.009,0.009,0.009,500000
BRL,20160223,0.013,0.014,0.013,0.013,69999
BRN,20160223,0.2,0.24,0.2,0.215,6007459
BRS,20160223,1.075,1.11,1.05,1.09,1906537
BRU,20160223,0.235,0.235,0.225,0.225,81888
BSE,20160223,0.085,0.085,0.073,0.08,830910
BSL,20160223,5.38,5.52,5.145,5.46,6224278
BSM,20160223,0.008,0.008,0.008,0.008,55000
BSR,20160223,0.012,0.012,0.012,0.012,1318440
BST,20160223,0.94,0.94,0.93,0.93,14028
BTI,20160223,1,1,0.99,0.99,47700
BTT,20160223,9.33,9.42,9.13,9.2,561355
BUD,20160223,0.12,0.12,0.112,0.115,1361280
BUG,20160223,0.78,0.81,0.78,0.8,73450
BUL,20160223,0.023,0.023,0.021,0.021,309591
BUR,20160223,0.004,0.004,0.004,0.004,1876154
BUX,20160223,0.062,0.062,0.062,0.062,19069
BWF,20160223,0.41,0.41,0.41,0.41,15400
BWP,20160223,3.19,3.21,3.185,3.21,1590897
BWR,20160223,1.225,1.3,1.225,1.3,14955
BWX,20160223,4.17,4.35,4.17,4.24,204591
BXB,20160223,12,12.06,11.72,11.81,11449281
BYI,20160223,1.05,1.075,1.05,1.075,1000
BYL,20160223,0.215,0.215,0.21,0.21,45000
BYR,20160223,0.025,0.027,0.025,0.027,1102025
CAA,20160223,0.095,0.097,0.095,0.097,86250
CAB,20160223,3.19,3.2,3.09,3.1,264774
CAD,20160223,0.001,0.001,0.001,0.001,92000
CAJ,20160223,0.14,0.145,0.135,0.14,2278855
CAM,20160223,0.775,0.785,0.775,0.78,47538
CAR,20160223,11.83,11.96,11.82,11.96,721747
CAS,20160223,0.135,0.14,0.13,0.13,232632
CAT,20160223,2.42,2.45,2.41,2.43,113651
CAV,20160223,0.011,0.011,0.011,0.011,63000
CAY,20160223,0.047,0.05,0.047,0.05,377298
CAZ,20160223,0.024,0.024,0.024,0.024,2000
CBA,20160223,74.01,75,73.03,73.28,2571840
CBL,20160223,1.96,1.96,1.96,1.96,400
CCF,20160223,0.14,0.14,0.13,0.13,903870
CCL,20160223,8.51,8.63,8.51,8.62,4883914
CCP,20160223,9.71,9.76,9.56,9.58,151405
CCV,20160223,0.48,0.495,0.46,0.495,905197
CDA,20160223,0.725,0.75,0.725,0.74,86197
CDB,20160223,0.008,0.009,0.007,0.009,979805
CDD,20160223,1.11,1.14,1.02,1.1,820292
CDG,20160223,0.035,0.035,0.035,0.035,50000
CDM,20160223,1.45,1.48,1.45,1.48,249816
CDP,20160223,7.19,7.23,7.17,7.23,184866
CDT,20160223,0.011,0.011,0.011,0.011,59000
CDV,20160223,0.14,0.15,0.135,0.135,2609718
CDY,20160223,0.018,0.019,0.018,0.018,432371
CEN,20160223,4.18,4.18,4.18,4.18,950000
CFE,20160223,0.017,0.017,0.017,0.017,400000
CGC,20160223,2.56,2.6,2.51,2.54,360807
CGF,20160223,7.88,7.89,7.6,7.66,2018276
CGN,20160223,0.081,0.081,0.076,0.078,242000
CGR,20160223,0.185,0.185,0.18,0.18,5283
CGS,20160223,0.6,0.61,0.58,0.61,133678
CGW,20160223,0.435,0.435,0.435,0.435,13578
CHC,20160223,4.43,4.46,4.37,4.46,934969
CHF,20160223,0.025,0.029,0.025,0.029,150000
CHK,20160223,0.026,0.028,0.025,0.025,821086
CHN,20160223,0.12,0.12,0.115,0.115,71128
CHP,20160223,0.005,0.005,0.005,0.005,790899
CIA,20160223,0.145,0.15,0.145,0.15,159500
CIE,20160223,0.94,0.94,0.94,0.94,4500
CII,20160223,1.5,1.5,1.48,1.48,2653
CIM,20160223,30.02,30.68,29.91,30.46,796102
CIN,20160223,31.5,31.75,31.5,31.75,1936
CIW,20160223,0.695,0.695,0.68,0.695,23931
CJC,20160223,0.004,0.004,0.004,0.004,2305
CKA,20160223,0.035,0.036,0.035,0.035,447225
CKF,20160223,4.77,4.87,4.77,4.85,134086
CKL,20160223,0.695,0.7,0.695,0.695,140838
CL1,20160223,2.22,2.22,2.16,2.2,64491
CL8,20160223,0.02,0.02,0.019,0.019,1460923
CLH,20160223,1.075,1.075,0.965,1.02,4083594
CLQ,20160223,0.16,0.16,0.14,0.15,1024154
CLV,20160223,0.295,0.295,0.295,0.295,21284
CLX,20160223,0.98,0.98,0.98,0.98,9081
CLZ,20160223,0.005,0.006,0.005,0.006,671633
CM8,20160223,0.255,0.26,0.255,0.26,1004740
CMA,20160223,2.08,2.08,2.07,2.08,13837
CMI,20160223,0.98,0.99,0.97,0.99,61199
CMM,20160223,0.094,0.094,0.088,0.091,412054
CMP,20160223,0.435,0.435,0.41,0.41,170784
CMW,20160223,0.99,1,0.985,1,3200285
CMY,20160223,0.005,0.005,0.005,0.005,257026
CNI,20160223,1.04,1.04,1.04,1.04,25000
CNU,20160223,3.61,3.71,3.6,3.68,494257
CNX,20160223,0.017,0.017,0.015,0.015,1182000
COE,20160223,0.165,0.165,0.14,0.145,1895410
COH,20160223,104.88,104.88,103.25,103.78,193060
COI,20160223,0.073,0.073,0.072,0.072,215000
CPD,20160223,0.03,0.03,0.03,0.03,63255
CPU,20160223,9.15,9.32,9.13,9.16,1621496
CQR,20160223,4.25,4.27,4.24,4.26,851360
CR8,20160223,0.02,0.02,0.02,0.02,484000
CRB,20160223,0.088,0.088,0.085,0.085,488763
CSE,20160223,0.295,0.3,0.29,0.295,145685
CSL,20160223,102.35,102.83,100.93,101.38,1028365
CSR,20160223,2.89,2.93,2.85,2.87,3209920
CSS,20160223,0.044,0.044,0.044,0.044,401234
CSV,20160223,1.4,1.41,1.34,1.38,1914952
CTD,20160223,12.12,12.25,12,12.07,212481
CTE,20160223,0.19,0.19,0.185,0.185,5000
CTM,20160223,0.005,0.006,0.005,0.006,350000
CTN,20160223,0.915,0.92,0.91,0.92,156787
CTO,20160223,0.02,0.02,0.018,0.018,462917
CTP,20160223,0.1,0.1,0.098,0.099,883549
CTX,20160223,36.84,36.84,34.9,35.34,2317797
CUE,20160223,0.06,0.065,0.06,0.065,102784
CUL,20160223,0.003,0.003,0.003,0.003,2000000
CUP,20160223,0.68,0.68,0.68,0.68,39603
CUV,20160223,3.1,3.1,3.1,3.1,21312
CV1,20160223,0.32,0.34,0.31,0.34,103000
CVC,20160223,1.49,1.5,1.49,1.49,56864
CVE,20160223,0.007,0.007,0.007,0.007,2168606
CVN,20160223,0.075,0.075,0.073,0.075,2797018
CVO,20160223,1.635,1.685,1.58,1.64,3628822
CVT,20160223,0.415,0.42,0.41,0.41,207919
CVV,20160223,0.1,0.1,0.1,0.1,6000
CVW,20160223,0.88,0.89,0.88,0.89,11164
CWE,20160223,0.037,0.037,0.036,0.036,363820
CWN,20160223,12.51,12.61,12.405,12.54,1161829
CWP,20160223,4.13,4.25,3.99,4.01,175982
CWY,20160223,0.8,0.82,0.79,0.815,27522144
CXM,20160223,0.075,0.075,0.075,0.075,39000
CXO,20160223,0.025,0.028,0.025,0.027,6286387
CXU,20160223,0.1,0.105,0.1,0.105,88409
CXX,20160223,0.175,0.175,0.175,0.175,5000
CXZ,20160223,0.185,0.19,0.185,0.19,42500
CYA,20160223,0.85,0.85,0.845,0.85,72678
CYB,20160223,3.53,3.64,3.53,3.61,6545219
CYP,20160223,0.38,0.385,0.325,0.355,434900
CZI,20160223,0.022,0.022,0.022,0.022,100000
CZL,20160223,0.05,0.05,0.05,0.05,15000
CZR,20160223,0.007,0.008,0.007,0.007,1172857
CZZ,20160223,19.75,19.9,19.25,19.69,18292
D13,20160223,0.07,0.072,0.07,0.07,181000
DCC,20160223,0.185,0.205,0.18,0.185,719270
DCG,20160223,1,1.02,0.97,1.01,149875
