1PG,20141031,0.36,0.38,0.35,0.38,619889
3PL,20141031,2.4,2.45,2.34,2.34,125464
8CO,20141031,0.235,0.245,0.235,0.245,30000
AAA,20141031,50.23,50.23,50.21,50.23,20686
AAC,20141031,1.41,1.415,1.37,1.4,724054
AAD,20141031,3.25,3.285,3.06,3.13,3984710
AAJ,20141031,0.029,0.029,0.029,0.029,500000
AAX,20141031,0.485,0.505,0.485,0.505,29994
ABC,20141031,3.33,3.36,3.3,3.36,1282672
ABP,20141031,2.65,2.7,2.65,2.7,521772
ABU,20141031,0.345,0.345,0.33,0.33,206057
ABX,20141031,0.32,0.32,0.31,0.32,311033
ACB,20141031,0.05,0.051,0.05,0.051,17000
ACG,20141031,0.092,0.092,0.089,0.089,600000
ACL,20141031,0.096,0.102,0.096,0.099,3217942
ACQ,20141031,0.85,0.86,0.83,0.83,69100
ACR,20141031,1.085,1.115,1.08,1.095,1331117
ADA,20141031,0.27,0.27,0.27,0.27,14400
ADJ,20141031,0.115,0.115,0.11,0.11,141180
ADN,20141031,0.029,0.029,0.028,0.028,209152
ADO,20141031,0.135,0.14,0.135,0.14,688224
ADQ,20141031,0.007,0.007,0.006,0.006,1150000
ADX,20141031,0.009,0.009,0.009,0.009,30000
ADY,20141031,0.033,0.033,0.033,0.033,123000
AEB,20141031,0.072,0.072,0.072,0.072,235500
AEE,20141031,0.023,0.023,0.023,0.023,14706
AEF,20141031,42,42,41.99,41.99,850
AEI,20141031,0.16,0.19,0.16,0.19,146687
AEK,20141031,0.069,0.071,0.069,0.071,35000
AEM,20141031,0.011,0.011,0.011,0.011,400000
AFI,20141031,5.95,5.96,5.92,5.96,213964
AFJ,20141031,1.3,1.31,1.3,1.31,375791
AFR,20141031,0.077,0.077,0.077,0.077,8287
AGB,20141031,0.22,0.22,0.22,0.22,5963
AGD,20141031,0.13,0.13,0.13,0.13,2574
AGF,20141031,0.785,0.795,0.782,0.79,1171160
AGI,20141031,2.92,3.04,2.92,3.03,525603
AGJ,20141031,0.082,0.086,0.082,0.086,17381
AGK,20141031,13.66,13.68,13.46,13.59,2084103
AGO,20141031,0.34,0.34,0.33,0.335,2434466
AGS,20141031,0.175,0.175,0.17,0.175,169653
AHD,20141031,9.96,10.09,9.92,10.02,228223
AHE,20141031,3.79,3.83,3.78,3.81,400332
AHF,20141031,0.28,0.3,0.275,0.285,677387
AHY,20141031,2.04,2.06,2.03,2.03,1742529
AHZ,20141031,0.13,0.13,0.125,0.125,665438
AIA,20141031,3.43,3.47,3.42,3.45,46421
AIK,20141031,0.1,0.1,0.1,0.1,50000
AIO,20141031,6.22,6.32,6.2,6.27,3796154
AIZ,20141031,1.8,1.8,1.76,1.76,581532
AJA,20141031,4.4,4.4,4.34,4.4,27694
AJC,20141031,0.004,0.004,0.004,0.004,250000
AJD,20141031,1.08,1.095,1.08,1.095,28533
AJL,20141031,0.7,0.72,0.69,0.72,88017
AJM,20141031,0.096,0.1,0.096,0.1,368333
AJQ,20141031,0.074,0.079,0.073,0.079,259435
AJR,20141031,0.002,0.002,0.002,0.002,25699337
AKF,20141031,0.105,0.11,0.105,0.11,172000
AKG,20141031,1.095,1.1,1.07,1.09,44080
AKK,20141031,0.012,0.012,0.012,0.012,2804008
AKP,20141031,10.9,11.5,10.9,11.11,7750
ALA,20141031,0.185,0.185,0.18,0.18,30000
ALF,20141031,1.6,1.625,1.59,1.59,200490
ALK,20141031,0.225,0.225,0.22,0.225,155654
ALL,20141031,6.47,6.49,6.36,6.41,2607978
ALQ,20141031,5.68,5.73,5.59,5.63,1558461
ALR,20141031,1.16,1.16,1.14,1.15,125631
ALT,20141031,0.034,0.035,0.034,0.034,572172
ALU,20141031,3.01,3.1,2.99,3.1,411187
AMA,20141031,0.315,0.32,0.315,0.315,201517
AMC,20141031,11.69,11.92,11.665,11.72,3533049
AMH,20141031,0.9,0.91,0.9,0.91,82433
AMI,20141031,0.31,0.31,0.295,0.3,358977
AMM,20141031,2.22,2.25,2.2,2.23,1646978
AMP,20141031,5.81,5.86,5.8,5.85,10708064
AMT,20141031,0.05,0.05,0.05,0.05,10000
ANG,20141031,1.12,1.125,1.12,1.12,42961
ANI,20141031,2.07,2.12,2.06,2.06,115051
ANN,20141031,19.89,19.92,19.77,19.89,430031
ANO,20141031,0.025,0.026,0.025,0.025,132457
ANP,20141031,0.115,0.115,0.11,0.11,400000
ANQ,20141031,0.006,0.006,0.006,0.006,4425000
ANR,20141031,0.35,0.35,0.35,0.35,3750
ANW,20141031,0.004,0.004,0.004,0.004,900000
ANZ,20141031,33.48,33.51,33.23,33.5,14702906
AOC,20141031,0.145,0.16,0.145,0.16,10750
AOD,20141031,0.955,0.955,0.95,0.95,113160
AOG,20141031,2.07,2.08,2.065,2.07,279660
AOH,20141031,0.24,0.245,0.23,0.24,518339
AOK,20141031,0.175,0.175,0.165,0.165,1387433
AON,20141031,0.014,0.014,0.013,0.014,1051000
AOP,20141031,0.026,0.026,0.026,0.026,20000
APA,20141031,7.84,7.94,7.81,7.87,1876861
APD,20141031,0.325,0.325,0.325,0.325,6000
APG,20141031,0.018,0.019,0.018,0.019,450000
API,20141031,0.805,0.82,0.805,0.805,598226
APN,20141031,0.77,0.775,0.75,0.75,3006380
APW,20141031,0.115,0.115,0.115,0.115,49000
APZ,20141031,1.27,1.27,1.235,1.24,3328
AQC,20141031,0.003,0.003,0.003,0.003,1290394
AQD,20141031,0.012,0.013,0.012,0.013,50000
AQF,20141031,1.97,1.97,1.97,1.97,5076
AQG,20141031,1.91,1.935,1.88,1.925,673947
AQI,20141031,0.091,0.091,0.09,0.09,40000
AQP,20141031,0.3,0.31,0.29,0.305,1212742
AQQ,20141031,0.014,0.014,0.012,0.012,295000
AQZ,20141031,1.245,1.27,1.23,1.23,25785
ARC,20141031,0.51,0.51,0.51,0.51,179
ARD,20141031,0.03,0.031,0.03,0.03,276923
ARE,20141031,0.018,0.018,0.018,0.018,100000
ARF,20141031,1.44,1.47,1.437,1.45,120377
ARG,20141031,7.82,7.83,7.77,7.83,129517
ARH,20141031,0.015,0.015,0.015,0.015,1400
ARI,20141031,0.335,0.335,0.325,0.335,12763798
ARM,20141031,0.032,0.032,0.032,0.032,15646
ARP,20141031,13.17,13.21,13.09,13.12,120188
ARU,20141031,0.062,0.062,0.06,0.06,39803
ARV,20141031,0.002,0.004,0.002,0.004,210000
ARX,20141031,0.004,0.004,0.004,0.004,2592351
ASB,20141031,1.31,1.315,1.29,1.29,281252
ASH,20141031,1.7,1.7,1.68,1.7,21015
ASL,20141031,0.62,0.62,0.575,0.595,2884738
AST,20141031,1.36,1.375,1.35,1.375,5863522
ASW,20141031,0.635,0.645,0.635,0.645,40700
ASX,20141031,35.92,36.24,35.815,35.99,820750
ASZ,20141031,0.75,0.757,0.745,0.75,413792
ATP,20141031,0.115,0.12,0.115,0.12,41015
ATU,20141031,1.31,1.32,1.28,1.32,106641
AUB,20141031,10.47,10.47,10.16,10.3,32330
AUF,20141031,1.07,1.07,1.07,1.07,9345
AUI,20141031,8.49,8.49,8.49,8.49,526
AUZ,20141031,0.007,0.007,0.007,0.007,4500
AVB,20141031,0.089,0.09,0.088,0.088,953061
AVD,20141031,0.2,0.2,0.2,0.2,2500
AVG,20141031,0.4,0.4,0.4,0.4,47443
AVH,20141031,0.105,0.105,0.105,0.105,209999
AVI,20141031,0.004,0.004,0.004,0.004,1000000
AVJ,20141031,0.63,0.64,0.63,0.64,176955
AVK,20141031,0.026,0.027,0.026,0.027,136582
AVQ,20141031,0.016,0.016,0.015,0.015,4422904
AVX,20141031,0.017,0.02,0.017,0.018,7240882
AWC,20141031,1.65,1.65,1.62,1.63,10785118
AWE,20141031,1.755,1.77,1.725,1.75,1366069
AWI,20141031,0.185,0.185,0.18,0.18,6124
AWN,20141031,1.02,1.02,1,1.02,36500
AWV,20141031,0.04,0.041,0.04,0.041,200000
AXC,20141031,0.018,0.018,0.018,0.018,135000
AXE,20141031,0.155,0.155,0.155,0.155,22500
AXZ,20141031,0.8,0.8,0.8,0.8,10000
AYA,20141031,0.3,0.3,0.3,0.3,123667
AYF,20141031,6.3,6.38,6.3,6.38,12000
AYR,20141031,0.008,0.008,0.008,0.008,150000
AZJ,20141031,4.63,4.71,4.6,4.68,8001809
AZM,20141031,0.033,0.033,0.03,0.03,1314911
AZS,20141031,0.023,0.024,0.023,0.023,180000
AZV,20141031,0.41,0.41,0.4,0.4,463141
AZZ,20141031,0.43,0.44,0.41,0.43,1816792
BAF,20141031,0.97,0.97,0.95,0.97,33681
BAL,20141031,1.41,1.415,1.39,1.415,96667
BAP,20141031,2.39,2.47,2.39,2.47,142190
BAS,20141031,0.008,0.008,0.007,0.007,1011904
BAU,20141031,0.125,0.125,0.122,0.125,252900
BBG,20141031,0.67,0.685,0.665,0.665,802848
BCI,20141031,1.03,1.095,1.025,1.075,4121249
BCT,20141031,0.086,0.095,0.082,0.082,461967
BDI,20141031,0.002,0.002,0.002,0.002,2500000
BDR,20141031,0.235,0.267,0.23,0.255,15109123
BEAR,20141031,17.68,17.69,17.6,17.6,60906
BEN,20141031,12.4,12.45,12.34,12.42,829307
BFG,20141031,0.495,0.495,0.495,0.495,5000
BGA,20141031,5.06,5.2,5.01,5.18,393572
BGL,20141031,0.81,0.84,0.81,0.83,254694
BGS,20141031,0.009,0.009,0.009,0.009,1185000
BHP,20141031,33.6,33.96,33.4,33.96,14165113
BIT,20141031,0.11,0.11,0.105,0.11,145065
BKI,20141031,1.605,1.605,1.585,1.59,146880
BKL,20141031,32.65,32.96,32.1,32.96,4899
BKN,20141031,3.87,3.94,3.81,3.86,672792
BKP,20141031,0.001,0.001,0.001,0.001,1250000
BKW,20141031,13.52,13.6,13.5,13.6,21143
BKY,20141031,0.245,0.25,0.245,0.245,33082
BLA,20141031,2.77,2.81,2.77,2.8,11687
BLD,20141031,4.96,5.005,4.95,4.96,2523479
BLG,20141031,0.13,0.135,0.13,0.135,11992
BLK,20141031,0.095,0.1,0.095,0.095,804500
BLR,20141031,0.005,0.006,0.005,0.006,1083017
BLT,20141031,0.57,0.605,0.545,0.55,216410
BLX,20141031,1.13,1.14,1.13,1.13,24594
BLY,20141031,0.24,0.25,0.235,0.24,1411901
BLZ,20141031,0.001,0.001,0.001,0.001,3000000
BMB,20141031,0.044,0.044,0.044,0.044,114700
BMG,20141031,0.002,0.002,0.002,0.002,1100000
BML,20141031,0.022,0.024,0.022,0.022,680000
BMN,20141031,0.053,0.053,0.053,0.053,31000
BMY,20141031,0.01,0.01,0.01,0.01,373196
BMZ,20141031,0.023,0.023,0.023,0.023,15000
BNE,20141031,0.012,0.013,0.012,0.012,1818342
BNO,20141031,0.535,0.545,0.53,0.545,25619
BNR,20141031,0.015,0.015,0.015,0.015,300000
BOA,20141031,0.125,0.15,0.125,0.15,16833
BOC,20141031,0.27,0.27,0.27,0.27,1342
BOL,20141031,0.145,0.15,0.145,0.15,820600
BOQ,20141031,12.69,12.7,12.61,12.61,2372807
BPA,20141031,4.6,4.6,4.56,4.56,920
BPF,20141031,0.28,0.28,0.28,0.28,10102
BPH,20141031,0.007,0.007,0.007,0.007,53147
BPL,20141031,0.05,0.054,0.05,0.054,146653
BPO,20141031,0.003,0.003,0.003,0.003,1000000
BPS,20141031,0.81,0.82,0.81,0.82,4800
BPT,20141031,1.185,1.19,1.142,1.165,9585049
BRC,20141031,0.26,0.26,0.26,0.26,31556
BRG,20141031,6.96,7,6.8,6.81,279345
BRL,20141031,0.032,0.033,0.031,0.031,412150
BRO,20141031,0.001,0.001,0.001,0.001,89445
BRU,20141031,0.7,0.71,0.68,0.68,254727
BSA,20141031,0.11,0.11,0.11,0.11,100000
BSE,20141031,0.3,0.3,0.3,0.3,4800000
BSL,20141031,5.28,5.3,5.22,5.25,2130512
BSM,20141031,0.004,0.004,0.004,0.004,304022
BSR,20141031,0.015,0.015,0.014,0.014,1695775
BTC,20141031,0.072,0.072,0.071,0.071,173669
BTR,20141031,0.26,0.26,0.255,0.26,441100
BTT,20141031,6.3,6.35,6.21,6.25,166501
BUG,20141031,0.605,0.605,0.605,0.605,10583
BUL,20141031,0.045,0.045,0.045,0.045,65000
BUX,20141031,0.18,0.185,0.165,0.185,57697
BWP,20141031,2.49,2.525,2.48,2.52,1179324
BWR,20141031,0.091,0.091,0.09,0.09,51497
BXB,20141031,9.47,9.56,9.46,9.53,4306328
BXN,20141031,0.018,0.018,0.018,0.018,30000
BYI,20141031,1.19,1.19,1.18,1.18,27476
BYL,20141031,0.44,0.44,0.44,0.44,50300
BYR,20141031,0.021,0.021,0.021,0.021,23542
BZL,20141031,0.015,0.015,0.015,0.015,82485
CAA,20141031,0.125,0.125,0.125,0.125,15000
CAB,20141031,4.94,4.96,4.9,4.94,246606
CAD,20141031,0.012,0.012,0.012,0.012,2800000
CAF,20141031,0.55,0.55,0.545,0.545,114000
CAJ,20141031,0.64,0.647,0.625,0.625,1890981
CAM,20141031,0.965,0.965,0.965,0.965,33397
CAP,20141031,0.064,0.065,0.062,0.065,150303
CAQ,20141031,0.094,0.094,0.094,0.094,20000
CAS,20141031,0.28,0.305,0.275,0.305,113077
CAZ,20141031,0.04,0.042,0.04,0.04,300000
CBA,20141031,80.5,80.55,79.98,80.48,11316213
CBS,20141031,0.01,0.01,0.008,0.008,832888
CCJ,20141031,0.034,0.034,0.034,0.034,2027
CCL,20141031,9.12,9.17,9.03,9.15,7714729
CCP,20141031,9.7,9.7,9.64,9.67,81138
CCV,20141031,1.09,1.095,1.08,1.09,234777
CDA,20141031,0.78,0.81,0.77,0.79,97098
CDB,20141031,0.001,0.001,0.001,0.001,98914277
CDD,20141031,5.48,5.62,5.48,5.55,642245
CDG,20141031,0.069,0.069,0.069,0.069,1308
CDM,20141031,1.475,1.48,1.46,1.475,197765
CDP,20141031,6.17,6.17,6,6.16,32844
CDU,20141031,1.295,1.385,1.295,1.385,252306
CDY,20141031,0.026,0.026,0.025,0.025,413833
CEL,20141031,0.083,0.083,0.08,0.08,45913
CFE,20141031,0.105,0.105,0.105,0.105,491503
CFU,20141031,0.008,0.008,0.008,0.008,6336375
CFX,20141031,2.09,2.1,2.08,2.1,5742155
CGF,20141031,6.89,6.99,6.85,6.93,4268608
CGH,20141031,0.375,0.375,0.365,0.365,120431
CGO,20141031,0.7,0.71,0.7,0.71,14429
CHC,20141031,4.38,4.4,4.34,4.37,486389
CHF,20141031,0.03,0.03,0.03,0.03,10000
CHN,20141031,0.12,0.12,0.12,0.12,599937
CHP,20141031,0.012,0.016,0.012,0.016,294871
CHZ,20141031,0.16,0.165,0.16,0.165,981775
CIN,20141031,28.4,28.4,28.4,28.4,300
CIW,20141031,0.77,0.79,0.76,0.79,47541
CKA,20141031,0.135,0.14,0.13,0.14,194643
CKF,20141031,2.21,2.26,2.21,2.23,95362
CKK,20141031,0.006,0.006,0.006,0.006,100000
CKL,20141031,0.71,0.71,0.71,0.71,1543
CLH,20141031,2.09,2.11,2.06,2.06,292056
CLQ,20141031,0.069,0.07,0.067,0.07,574900
CLT,20141031,0.24,0.24,0.235,0.235,5046
CLV,20141031,0.38,0.38,0.38,0.38,2358
CLX,20141031,1.71,1.71,1.71,1.71,767
CLY,20141031,0.011,0.011,0.011,0.011,100000
CMC,20141031,0.055,0.06,0.055,0.06,111987
CMG,20141031,0.36,0.36,0.355,0.355,107935
CMI,20141031,1.3,1.3,1.3,1.3,10000
CMP,20141031,0.12,0.12,0.12,0.12,15000
CMW,20141031,0.985,0.99,0.98,0.99,2785212
CMY,20141031,0.007,0.007,0.007,0.007,6104889
CND,20141031,0.25,0.25,0.25,0.25,14014
CNI,20141031,0.94,0.95,0.93,0.93,55633
CNQ,20141031,0.13,0.135,0.13,0.135,518922
CNU,20141031,1.895,1.895,1.875,1.875,63805
CNX,20141031,0.051,0.051,0.049,0.05,1066165
COE,20141031,0.405,0.41,0.4,0.405,196222
COF,20141031,0.31,0.31,0.3,0.3,56000
COH,20141031,72.9,73.68,72.63,73.46,247676
COI,20141031,0.13,0.13,0.125,0.13,151670
COK,20141031,0.014,0.014,0.014,0.014,994130
COM,20141031,0.025,0.025,0.025,0.025,106000
COO,20141031,0.13,0.13,0.13,0.13,2500
COZ,20141031,0.067,0.067,0.066,0.066,215220
CPL,20141031,0.023,0.023,0.023,0.023,204140
CPU,20141031,12.15,12.32,12.15,12.27,1850837
CQR,20141031,4.03,4.09,4.025,4.07,1056433
CRB,20141031,0.039,0.039,0.039,0.039,5000
CRH,20141031,0.495,0.495,0.49,0.495,1563912
CRZ,20141031,10.54,10.74,10.54,10.64,956264
CSD,20141031,0.053,0.053,0.051,0.051,378953
CSE,20141031,0.255,0.255,0.255,0.255,900
CSL,20141031,79.9,80.27,79.64,80.19,4070703
CSP,20141031,0.081,0.09,0.081,0.09,100000
CSR,20141031,3.42,3.48,3.4,3.45,3978814
CSS,20141031,0.084,0.084,0.082,0.082,2443877
CSV,20141031,1.195,1.23,1.15,1.23,413035
CTD,20141031,8.98,9.09,8.96,9.03,118580
CTM,20141031,0.069,0.069,0.069,0.069,71000
CTN,20141031,1.08,1.08,1.07,1.07,250252
CTO,20141031,0.013,0.014,0.013,0.013,1580500
CTP,20141031,0.225,0.23,0.22,0.225,235660
CTR,20141031,0.003,0.003,0.003,0.003,350000
CTT,20141031,0.008,0.008,0.008,0.008,1000000
CTX,20141031,31.17,31.25,30.81,31.04,805001
